Sl. No.,Service Type,Department,Service Name,OPD Tariff
1499,Investigations,Nuclear Medicine Radiology,WHOLE BODY Tc-V-DMSA SCAN,"12,490"
1500,Investigations,Nuclear Medicine Radiology,PROC. CHG. FOR RADIO ISTOPE ADMINISTRATION,"1,410"
1501,Investigations,Nuclear Medicine Radiology,RADIONUCLIDE TUMOUR IMAGING,"7,260"
1502,Investigations,Nuclear Medicine Radiology,153 SAMARIUM EDTMP THERAPY,"30,750"
1503,Investigations,Nuclear Medicine Radiology,SENTINEL LYMPHNODE BIOPSY,"37,210"
1504,Investigations,Nuclear Medicine Radiology,SAMARIUM THERAPY,"31,900"
1505,Investigations,Nuclear Medicine Radiology,18F (NaF) WHOLE BODY PET CT,"11,440"
1506,Investigations,Ear Nose and Throat,AUDIOMETRY(MHC),660
1507,Investigations,Gastroenterology,UREA BREATH TEST(EKO CDD),"9,990"
1508,Investigations,Gastroenterology,COLONOSCOPY - FULL (GAS-PKG),"6,110"
1509,Investigations,Gastroenterology,COLON VIEW QUICK TEST,"1,460"
1510,Investigations,Gastroenterology,CELIAC QUICK TEST,"2,180"
1511,Investigations,Gastroenterology,HELUICOBACTER PYLORI UFT3000 QUICK TEST,310
1512,Investigations,Gastroenterology,PEPTEST,"2,920"
1513,Investigations,Gastroenterology,LACTOSE INTOLERANCE QUICK TEST,"1,460"
1514,Investigations,Gastroenterology,QUANT ON CAL,"3,630"
1515,Investigations,Gastroenterology,SCHEBO PANCREAS ELASTASE 1 QUICK,"5,060"
1516,Investigations,Gastroenterology,GASTROPANEL TEST,"2,920"
1517,Investigations,Gastroenterology,GAS - UBT,"6,520"
1518,Investigations,Medical,LIFE STYLE COUNSELLING NON-MHC,470
1519,Investigations,Neurology,BRACHIAL PLEXUS LATENCY STUDIES,"1,410"
1520,Investigations,Neurology,NCV AND EMG - 2 LIMBS,"3,720"
1521,Investigations,Neurology,NCV AND EMG - 4 LIMBS,"5,560"
1522,Investigations,Neurology,BAER,"1,540"
1523,Investigations,Neurology,VIDEO EEG - 6 HOURS,"13,860"
1524,Investigations,Neurology,SYMPATHETIC SKIN RESPONSE,"2,040"
1525,Investigations,Neurology,EEG-SLEEP,"1,870"
1526,Investigations,Neurology,REPETITIVE NERVE SIMULATION(RNST/DECREMENT TEST),"1,980"
1527,Investigations,Neurology,EMG TWO LIMBS,"2,450"
1528,Investigations,Neurology,H REFLEX STUDIES,"1,520"
1529,Investigations,Neurology,VIDEO EEG 3 HOURS,"9,600"
1530,Investigations,Neurology,EMG ALL FOUR LIMBS,"3,830"
1531,Investigations,Neurology,EVOKE POTENTIAL PORTABLE/BLINK REFLEX/RNS,"1,240"
1532,Investigations,Neurology,NCV ALL FOUR LIMBS,"2,920"
1533,Investigations,Neurology,SEP STUDY 2 (UPPER / LOWER ) LIMBS,"2,860"
1534,Investigations,Neurology,ELECTROMYOGRAM 2 LIMBS,"2,370"
1535,Investigations,Neurology,ELECTROMYOGRAM 4 LIMBS,"3,690"
1536,Investigations,Neurology,NCV 2 LIMBS,"1,630"
1537,Investigations,Neurology,VEP (FLASH),"1,630"
1538,Investigations,Neurology,EEG (AWAKE AND SLEEP),"2,090"
1539,Investigations,Neurology,EEG AWAKE,"1,870"
1540,Investigations,Neurology,VEP(PR),"1,630"
1541,Investigations,Neurology,FACIAL NERVE CONDUCTION AND BLINK REFLEX (7TH NERVE LATENCY STUDY),"1,630"
1542,Investigations,Neurology,CONTINUOUS EEG MONITORING (24 HRS),"28,880"
1543,Investigations,Neurology,CONTINUOUS EEG MONITORING (48 HRS),"51,980"
1544,Investigations,Neurology,NERVE CONDUCTION UPPER LIMB WITH BRACIAL PLEXUS,"2,750"
1545,Investigations,Neurology,NERVE CONDUCTION LOWER LIMB WITH H-REFLEX,"2,750"
1546,Investigations,Obstretics & Gynaecology,BETA-HCG,"2,310"
1547,Investigations,Obstretics & Gynaecology,CTG CHARGES,360
1548,Investigations,Obstretics & Gynaecology,FIRST TRIMESTER SCREENING(PROFILE),"3,960"
1549,Investigations,Paediatrics,CDC BASIC COUNSELING,880
1550,Investigations,Paediatrics,CDC-AFO CLINIC CAT-I,"4,380"
1551,Investigations,Paediatrics,CDC-AFO CLINIC CAT-II,"8,750"
1552,Investigations,Paediatrics,CDC-AFO CLINIC CAT-III,"13,120"
1553,Investigations,Paediatrics,CDC-CONSULTATION,610
1554,Investigations,Pulmonary Function Lab,SPIROMETRY WITH OR WITHOUT REVERSIBILITY(PFT),"2,920"
1555,Investigations,Pulmonary Function Lab,PULM NEBULIZER THERAPY,360
1556,Investigations,Pulmonary Function Lab,TRANSBRONCHIAL NEEDLE ASPIRATION,"6,110"
1557,Investigations,Pulmonary Function Lab,6 MINUTE WALK TEST,"1,160"
1558,Investigations,Pulmonary Function Lab,SPIROMETRY+FRC+DLCO,"4,900"
1559,Investigations,Pulmonary Function Lab,SPIROMETRY + DLCO,"4,070"
1560,Investigations,Pulmonary Function Lab,PAED OPD NEBS PACKAGE,"2,530"
1561,Investigations,Pulmonary Function Lab,"FRC (TLC , RV)","2,950"
1562,Investigations,Pulmonary Function Lab,FREE PFT WITH DLCO + TLC,"4,900"
1563,Investigations,Pulmonary Function Lab,FULL PFT WITH DLCO AND TLC,"6,110"
1564,Investigations,Pulmonary Function Lab,FIBREOPTIC NASAL BRONCOSCOPY,"3,410"
1565,Investigations,Pulmonary Function Lab,EBUS staging of Malignancy,"40,430"
1566,Investigations,Pulmonary Function Lab,EBUS TBNA,"34,650"
1567,Investigations,Pulmonary Function Lab,EBUS VISUALISATION,"24,260"
1568,Investigations,Pulmonary Function Lab,EXHALED NITRIC OXIDE TEST,"1,870"
1569,Investigations,Pulmonary Function Lab,FENO TEST,"2,450"
1570,Investigations,Sleep Lab,SLEEP STUDY,"14,110"
1571,Investigations,Sleep Lab,CPAP TITRATION,"7,070"
1572,Investigations,Sleep Lab,OBSTRUCTIVE SLEEP APNEA SCREENING,"11,550"
1573,Investigations,Lab Others,COVID VACCINATION,280
1574,Investigations,Lab Others,COVAXIN VACCINATION DOSE 2,386
1575,Investigations,Lab Others,COVISHIELD VACCINATION DOSE 2,386
1576,Investigations,Lab Others,COVISHIELD VACCINATION DOSE 1,386
1577,Investigations,Lab Others,COVAXIN VACCINATION DOSE 1,386
1578,Investigations,Lab Others,ADMINISTRATIVE CHARGES,170
1579,Investigations,Lab Others,ON-SITE VACCINATION REG. CHG,170
1580,Investigations,Lab Others,ONSITE CLINICAL SUPERVISION FOR SPUTNIK V VACCINATION,280
1581,Investigations,Lab Others,SPUTNIK V VACCINATION DOSE 2,"1,260"
1582,Investigations,Lab Others,SPUTNIK V VACCINATION DOSE 1,"1,260"
1583,Investigations,Lab Others,INTRA UTERINE BLOOD TRANSFUSION,"12,650"
1584,Investigations,Lab Others,AICVD - AI based Cardiac Risk Score,220
1585,Investigations,Lab Others,COVAXIN PRECAUTIONARY DOSE,420
1586,Investigations,Lab Others,COVISHIELD PRECAUTIONARY DOSE,420
1587,Investigations,Lab Others,MODERNA COVID BOOSTER,280
1588,Investigations,FETAL MEDICINE,CVS PROCEDURE CHARGE,"13,310"
1589,Investigations,FETAL MEDICINE,AMNIOCENTESIS PROCEDURE CHARGE,"13,310"
1590,Investigations,FETAL MEDICINE,FETAL REDUCTION PROCEDURE CHARGE,"13,310"
1591,Profile,BioChemistry,PITUITARY PACK - FEMALE,"6,250"
1592,Profile,BioChemistry,LIVER FUNCTION TEST (PACKAGE),"2,420"
1593,Profile,BioChemistry,LIPID PROFILE TEST (PACKAGE),"1,820"
1594,Profile,BioChemistry,FEMALE HORMONE PROFILE,"10,700"
1595,Profile,BioChemistry,MALE HORMONE PROFILE,"11,420"
1596,Profile,BioChemistry,PUBERTY PROFILE,"8,390"
1597,Profile,BioChemistry,THYROID MONITORING PROFILE,"4,840"
1598,Profile,BioChemistry,GLUCOSE TOLERANCE TEST (GTT),"1,350"
1599,Profile,BioChemistry,GLUCOSE TOLERANCE TEST GTT (3)- GESTATIONAL,"1,350"
1600,Profile,BioChemistry,"THYROID PROFILE - I(T3,T4 AND TSH)","2,810"
1601,Profile,BioChemistry,"ELECTROLYTES - SERUM/PLASMA(Na+,K+,Cl-)","1,710"
1602,Profile,BioChemistry,BIO-CHEMICAL ANALYSIS (SYNOVIAL FLUID),"1,490"
1603,Profile,BioChemistry,BIO-CHEMICAL ANALYSIS (CSF),"1,130"
1604,Profile,BioChemistry,CARDIAC ENZYMES,"1,600"
1605,Profile,BioChemistry,THYROID PACKAGE,"4,020"
1606,Profile,BioChemistry,GROWTH PROFILE-2,"6,550"
1607,Profile,BioChemistry,FREE THYROID PROFILE,"3,770"
1608,Profile,BioChemistry,BLOOD PROFILE B (BPB),"1,100"
1609,Profile,BioChemistry,BIOCHEMICAL ANALYSIS- ASCITIC FLUID,750
1610,Profile,BioChemistry,ADVANCE THYROID PROFILE,"3,030"
1611,Profile,BioChemistry,ACTH Stim,"6,190"
1612,Profile,BioChemistry,DI PACKAGE,"5,150"
1613,Profile,BioChemistry,EXTENDED LIPID PROFILE,"6,380"
1614,Profile,BioChemistry,FREE T4 AND TSH,"1,710"
1615,Profile,BioChemistry,CSF TEST PROFILE,"4,460"
1616,Profile,BioChemistry,HLH SCREENING,"3,030"
1617,Profile,Haematology,COAGULATION PROFILE,"1,820"
1618,Profile,Haematology,BMT COAGULATION PROFILE 1,"3,910"
1619,Profile,Haematology,BMT FLOW CYTOMETRY PROFILE 2,"3,140"
1620,Profile,Haematology,BMT FLOW CYTOMETRY PROFILE 3,"16,340"
1621,Profile,Haematology,BMT HLA PROFILE 1,"18,480"
1622,Profile,Haematology,BMT FLOW CYTOMETRY PROFILE 1,"4,620"
1623,Profile,Haematology,"TC,DC,ESR",610
1624,Profile,Haematology,COMPLETE HAEMOGRAM PROFILE,"1,050"
1625,Profile,Haematology,"HB,TC,DC,ESR",860
1626,Profile,Microbiology,BAL FLUID FOR MICROBIOLOGICAL TESTING PROFILE-I,"3,030"
1627,Profile,Microbiology,BAL FLUID FOR MICROBIOLOGICAL TESTING PROFILE-II,"4,240"
1628,Profile,Microbiology,BMT SEPTIC PROFILE 1,"1,740"
1629,Profile,Microbiology,BMT SEPTIC PROFILE 4,"8,720"
1630,Profile,Microbiology,BMT VIRAL PROFILE 2,"14,880"
1631,Profile,Microbiology,BMT SEROLOGY PROFILE,"15,400"
1632,Profile,Microbiology,BMT VIRAL PROFILE 1,"7,020"
1633,Profile,Microbiology,BMT VIRAL PROFILE 3,"7,920"
1634,Profile,Microbiology,CRBSI,"1,820"
1635,Profile,Microbiology,CRBSI SEPSIS PACKAGE,"1,540"
1636,Profile,Microbiology,HEPATITIS B PROFILE,"7,260"
1637,Profile,Microbiology,HEPATITIS PANEL,"7,150"
1638,Profile,Microbiology,PRE DIALYSIS SEROLOGY PACKAGE,"1,870"
1639,Profile,Microbiology,PRE SURGERY SPUTUM C/S AND GRAM STAIN,500
1640,Profile,Transplantation immunology,ASTHMA/RIHINITIS PANEL (ADULT) PROFILE,"10,070"
1641,Profile,Transplantation immunology,FOOD ALLERGY PANEL PROFILE,"10,070"
1642,Profile,Transplantation immunology,DRUG ALLERGY PANEL PROFILE,"12,600"
1643,Profile,Transplantation immunology,DUST ALLERGY PANEL PROFILE,"4,240"
1644,Profile,Transplantation immunology,ECZEMA PANEL PROFILE,"8,470"
1645,Profile,Transplantation immunology,MOULD/WEED ALLERGY PANEL PROFILE,"7,540"
1646,Profile,Transplantation immunology,OCCUPATIONAL ALLERGY PANEL PROFILE,"10,670"
1647,Profile,Transplantation immunology,WHEEZE/RHINITIS PANEL (CHILD) PROFILE,"8,970"
1648,Profile,Transplantation immunology,ABPA PANEL,"3,520"
1649,Profile,Transplantation immunology,ANTI-PHOSPHOLIPID ANTIBODY SYNDROME (APS) PANEL,"6,440"
1650,Profile,Transplantation immunology,SERUM PROTEIN ELECTROPHORESIS (CAPILLARY),"2,150"
1651,Profile,Transplantation immunology,SERUM PROTEIN IMMUNOFIXATION (CAPILLARY),"5,090"
1652,Profile,Transplantation immunology,CRYOGLOBULINS (SCREENING/QUALITATIVE),"1,960"
1653,Profile,Transplantation immunology,CRYOGLOBULIN (QUANTITATIVE),"7,040"
1654,Profile,Transplantation immunology,FARMERS LUNG PANEL,"5,090"
1655,Profile,Transplantation immunology,ALLERGIC BRONCHOPULMONARY ASPERGILLOSIS (ABPA) PANEL (ImmunoCAP),"3,360"
1656,Profile,Transplantation immunology,COMPREHENSIVE ALLERGY PANEL (ImmunoCAP),"14,520"
1657,Profile,Transplantation immunology,FOOD ALLERGY PANEL (ImmunoCAP),"10,290"
1658,Profile,Transplantation immunology,RHINITIS OR ASTHMA PANEL (ImmunoCAP),"10,290"
1659,Profile,Transplantation immunology,DRUG ALLERGY PANEL (ImmunoCAP),"11,750"
1660,Profile,Transplantation immunology,DUST ALLERGY PANEL (ImmunoCAP),"4,490"
1661,Profile,Transplantation immunology,INSECT VENOM ALLERGY PANEL (ImmunoCAP),"4,380"
1662,Profile,Blood Bank - 2 Services,BMT RED CELL PROFILE,"1,490"
1663,Profile,Blood Bank - 2 Services,QC FOR PRBC,-
1664,Profile,Blood Bank - 2 Services,APHERESIS DONOR SCREENING (FOR IP PATIENT DONOR),-
1665,Profile,Blood Bank - 2 Services,QC FOR FFP,-
1666,Profile,Blood Bank - 2 Services,QC FOR BAG ANTICOAGULANT,-
1667,Profile,Blood Bank - 2 Services,QC FOR CRYPRECIPITATE,-
1668,Profile,Blood Bank - 2 Services,QC FOR PLATELET,-
1669,Profile,Blood Bank - 2 Services,QC FOR SDP,-
1670,Profile,Blood Bank - 2 Services,QC FOR AUTOCLAVE(GEOBACILLUS STEAROTHERMOPHILUS SPORES),-
1671,Profile,Blood Bank - 2 Services,QC FOR BLOOD BAG SURFACE,-
1672,Profile,Blood Bank - 2 Services,APHERESIS DONOR SCREENING,990
1673,Profile,Blood Bank - 2 Services,COVID CONVALESCENT PLASMA DONOR SCREENING PROFILE,-
1674,Profile,CARDIOLOGY,ILD PACKAGE,"9,680"
1675,Profile,X Ray,X RAY-SKELETAL SURVEY,"4,490"
1676,Profile,Lab Others,NUTRITIONAL ANAEMIA PROFILE,"9,190"
1677,Profile,Lab Others,RENAL PACKAGE - I,"2,560"
1678,Profile,Lab Others,RENAL PACKAGE - II,"1,600"
1679,Profile,Lab Others,THALASSEMIA PROFILE,"9,710"
1680,Profile,Lab Others,ANTE-NATAL SCREENING PACK WITH USG OBSTETRIC,"2,700"
1681,Profile,Lab Others,NEONATAL/PEDIATRICS SEPSIS SCREEN - 3,"5,340"
1682,Profile,Lab Others,BLOOD PROFILE A (BPA),"1,820"
1683,Profile,Lab Others,RENAL PACKAGE III,690
1684,Profile,Lab Others,HAEMODIALYSIS PROFILE - I,"1,710"
1685,Profile,Lab Others,BMT CSF PROFILE,"26,870"
1686,Profile,Lab Others,BMT PROFILE 1,"4,240"
1687,Profile,Lab Others,BMT PROFILE 2,"1,460"
1688,Profile,Lab Others,BMT PROFILE 3,"2,670"
1689,Profile,Lab Others,BMT PROFILE 4,"4,020"
1690,Profile,Lab Others,BMT SEPTIC PROFILE 3,"5,230"
1691,Profile,Lab Others,BMT STOOL PROFILE,"4,180"
1692,Profile,Lab Others,BONE MARROW PROFILE,"1,820"
1693,Profile,Lab Others,INFECTION PROFILE,"1,350"
1694,Profile,Lab Others,LYMPHOMA SCREEN(HAEM4),"6,160"
1695,Profile,Lab Others,MYCLOMA SCREEN(HAEM3),"8,690"
1696,Profile,Lab Others,PAEDIATRIC SEPTIC PROFILE-I,"7,150"
1697,Profile,Lab Others,POLYCYTHAEMIA(HAEM5),"5,890"
1698,Profile,Lab Others,Renal Profile II Plus,"2,090"
1699,Profile,Lab Others,RHEUMATOLOGY PROFILE-I,"6,910"
1700,Profile,Lab Others,RHEUMATOLOGY PROFILE-II,"1,210"
1701,Profile,Lab Others,TRANSPLANT PACKAGE,800
1702,Profile,Lab Others,THALASSAEMIA COUNSELLING SERUM(HAEM7),"3,800"
1703,Profile,Lab Others,THROMBOCYTOPENIA SCREEN(HAEM2),"11,140"
1704,Profile,Lab Others,THALASSEMIA PACKAGES I,"6,660"
1705,Profile,Lab Others,THALASSEMIA PACKAGES II,"10,780"
1706,Profile,Lab Others,RENAL PACKAGE IV,"3,170"
1707,Profile,Lab Others,RHEUMATOLOGY PROFILE-III,"2,670"
1708,Profile,Lab Others,INFECTION PROFILE PLUS,"3,110"
1709,Profile,Oncology Medical,CHEMO PROFILE,"3,550"
1710,Profile,Psychiatry,PSYCHIATRIC EVALUATION PACKAGE,"4,930"
1711,Profile,Wards Others,CATH PROFILE,"2,860"
1712,Profile,Wards Others,HEALTHY HEART PACKAGE WITH TMT,"6,250"
1713,Profile,Wards Others,MEDI PACK,"4,320"
1714,Profile,Wards Others,SURGI PACK,"6,800"
1715,Profile,Wards Others,TOTAL DIABETIC CHECK UP,"3,250"
1716,Profile,Wards Others,NEURO PACK,"6,490"
1717,Profile,Wards Others,APOLLO BMT DONOR WORKUP 2,"33,970"
1718,Profile,Wards Others,APOLLO BMT DONOR WORKUP,"29,070"
1719,Profile,Wards Others,APOLLO ALLO BMT WORKUP 2,"92,240"
1720,Profile,Wards Others,APOLLO AUTO BMT WORKUP,"72,330"
1721,Profile,Wards Others,1st TRIMESTER SCREENING ASSESSMENT,"4,160"
1722,Profile,Wards Others,APOLLO ALLO BMT WORKUP,"103,950"
1723,Profile,Wards Others,BMT SEPTIC PROFILE 2,"8,030"
1724,Profile,Wards Others,BMT SEPTIC PROFILE 5,"4,020"
1725,Profile,Wards Others,JOINT REPLACEMENT PROFILE,"3,410"
1726,Profile,Wards Others,PAEDIATRIC SEPTIC PROFILE-II,"7,510"
1727,Profile,Wards Others,Short Stature Package-II,"16,560"
1728,Profile,Wards Others,SEPTIC PROFILE I,"3,170"
1729,Profile,Wards Others,Short Stature Package-I,"9,350"
1730,Profile,Wards Others,EP SCREENING PROFILE,"3,410"
1731,Profile,Wards Others,BMT RADIOLOGY PROFILE,"18,290"
1732,Profile,Wards Others,FATTY LIVER PROFILE - I,"14,990"
1733,Profile,Wards Others,FATTY LIVER PROFILE - II,"9,850"
1734,Profile,Wards Others,RESPIRATORY ASSESSMENT PROFILE - I,"9,080"
1735,Profile,Wards Others,RESPIRATORY ASSESSMENT PROFILE - II,"7,260"
1736,Profile,Wards Others,COVID A,750
1737,Profile,Wards Others,COVID B,"12,100"
1738,Profile,Wards Others,ACUT HEPATITIS I,"6,600"
1739,Profile,Wards Others,ACUT HEPATITIS II,"9,900"
1740,Profile,Wards Others,CHRONIC LIVER DISEASE I,"10,450"
1741,Profile,Wards Others,CHRONIC LIVER DISEASE II,"16,500"
1742,Profile,Wards Others,CHRONIC LIVER DISEASE III,"18,700"
1743,Profile,Wards Others,COVID SCREENING -I (OP),"2,860"
1744,Profile,Wards Others,COVID SCREENING -II (OP),"4,400"
1745,Profile,Wards Others,FATTY LIVER PROFILE - III,"7,700"
1746,Profile,ADMINISTRATION,COMPLETE FOOT EXAMINATION,"1,050"
1747,Profile,General Medicine,RP 1 PLUS,"3,000"
1748,Profile,General Surgery,PRE G I SURGERY PACKAGE,"7,650"
1749,Profile,General Surgery,PRE GENERAL SURGERY PACKAGE,"5,700"
1750,Profile,FETAL MEDICINE,AMNIOCENTESIS WITH KAEYOTYPING,"23,740"
1751,Profile,FETAL MEDICINE,AMNIOCENTESIS WITH FISH,"23,740"
1752,Profile,FETAL MEDICINE,AMNIOCENTESIS WITH PRENATAL BoBs,"30,500"
1753,Profile,FETAL MEDICINE,CVS WITH KAEYOTYPING,"22,640"
1754,Profile,FETAL MEDICINE,CVS WITH FISH,"22,640"
1755,Profile,FETAL MEDICINE,CVS WITH PRENATAL BoBs,"30,500"
1756,Profile,FETAL MEDICINE,CVS (Chorionic Villus Sampling),"34,490"
1757,Profile,FETAL MEDICINE,AMNIOCENTESIS PLUS FISH AND KAEYOYTPING,"32,920"
1758,Profile,FETAL MEDICINE,CVS PLUS FISH AND KAEYOTYPING,"31,350"
1759,Profile,Oncology Surgical,PRE CANCER SURGERY PACKAGE,"5,670"
1760,Blood Bank Procedure,Blood Bank - 1 Products,IRRADATION,370
1761,Blood Bank Procedure,Blood Bank - 1 Products,PLATELET CONCENTRATE LEUCOREDUCTION,"1,650"
1762,Blood Bank Procedure,Blood Bank - 1 Products,POOLING CHARGES,"1,100"
1763,Blood Bank Procedure,Blood Bank - 1 Products,RED CELL LEUCOREDUCTION,"1,100"
1764,Blood Bank Procedure,Blood Bank - 1 Products,CRYOPRESERVATION,"41,580"
1765,Blood Bank Procedure,Blood Bank - 1 Products,BMT STEM CELL HARVEST PROFILE I,"70,730"
1766,Blood Bank Procedure,Blood Bank - 1 Products,THERAPEUTIC APHERESIS,"30,030"
1767,Blood Bank Procedure,Blood Bank - 1 Products,BMT STEM CELL HARVEST PROFILE II,"47,190"
1768,Blood Bank Procedure,Blood Bank - 1 Products,APHAERESIS PLATELET-SPLIT DOSE: PROC.CHG,"15,400"
1769,Blood Bank Procedure,Blood Bank - 1 Products,THERAPEUTIC PLASMA EXCHANGE (TPE),"22,000"
1770,Blood Bank Procedure,Blood Bank - 1 Products,WHOLE BLOOD DERIVED COVID CONVALESCENT PLASMA (WB-CCP) : PROC. CHARGES,"2,530"
1771,Invasive Procedures,Haematology,HAEM-BONE MARROW WORKUP,"4,410"
1772,Invasive Procedures,Radiology,FOAM SCELERO THERAPY,"22,000"
1773,Invasive Procedures,Ear Nose and Throat,DISE (DRUG INDUCED SLEEP ENDOSCOPY),"15,400"
1774,Invasive Procedures,Gastroenterology,BILIARY PANCREATIC STENTING(METAL),"35,750"
1775,Invasive Procedures,Gastroenterology,CAPSULE ENDOSCOPY,"61,880"
1776,Invasive Procedures,Gastroenterology,PEG REMOVAL,"5,540"
1777,Invasive Procedures,Gastroenterology,SIGMOIDOSCOPY,"5,210"
1778,Invasive Procedures,Gastroenterology,GLUE INJECTION,"13,590"
1779,Invasive Procedures,Gastroenterology,ERCP DIAGNOSTIC,"11,070"
1780,Invasive Procedures,Gastroenterology,PEG REPLACEMENT SET,"5,090"
1781,Invasive Procedures,Gastroenterology,GASTROSTOMY (P E G),"19,800"
1782,Invasive Procedures,Gastroenterology,24 HRS PH METRY,"11,440"
1783,Invasive Procedures,Gastroenterology,ARGON PLASMA COAGULATION (MINOR),"6,090"
1784,Invasive Procedures,Gastroenterology,ARGON PLASMA COAGULATION (MAJOR),"15,930"
1785,Invasive Procedures,Gastroenterology,NARROW BAND IMAGING CHARGE,"3,470"
1786,Invasive Procedures,Gastroenterology,POLYPECTOMY(COLONIC),"12,080"
1787,Invasive Procedures,Gastroenterology,FOREIGN BODY EXTRACTION,"13,020"
1788,Invasive Procedures,Gastroenterology,CD RECORDING,840
1789,Invasive Procedures,Gastroenterology,SCLEROTHERAPY,"7,540"
1790,Invasive Procedures,Gastroenterology,EMERGENCY CHARGE (LARGE),"10,070"
1791,Invasive Procedures,Gastroenterology,ENDOSONOGRAM DIAGNOSTIC,"10,980"
1792,Invasive Procedures,Gastroenterology,PSEUDOCYST DRAINAGE,"29,220"
1793,Invasive Procedures,Gastroenterology,NASOBILARY DRAINAGE,"17,970"
1794,Invasive Procedures,Gastroenterology,COLONOSCOPY+ILEOSCOPY,"8,260"
1795,Invasive Procedures,Gastroenterology,CRE BALLON DILATATION (BS),"25,620"
1796,Invasive Procedures,Gastroenterology,RAPID UREASE TEST,730
1797,Invasive Procedures,Gastroenterology,COLONOSCOPY LIMITED,"4,350"
1798,Invasive Procedures,Gastroenterology,COMPLETE DOUBLE BALLOON ENTEROSCOPY,"54,560"
1799,Invasive Procedures,Gastroenterology,INJ HEMOSTASIS,"10,650"
1800,Invasive Procedures,Gastroenterology,POLYPECTOMY(UPPER GI),"12,080"
1801,Invasive Procedures,Gastroenterology,MAJOR MISCELLANEOUS,"15,360"
1802,Invasive Procedures,Gastroenterology,HYDROGEN BREATH TEST,"7,210"
1803,Invasive Procedures,Gastroenterology,STONE EXTRACTION,"27,700"
1804,Invasive Procedures,Gastroenterology,COLONOSCOPY FULL,"7,330"
1805,Invasive Procedures,Gastroenterology,SPHINCTEROTOMY,"25,390"
1806,Invasive Procedures,Gastroenterology,UPPER ENDOSCOPY,"5,350"
1807,Invasive Procedures,Gastroenterology,ENDOSCOPIC BIOPSY,770
1808,Invasive Procedures,Gastroenterology,ESOPHAGEAL PROSTHESIS,"23,580"
1809,Invasive Procedures,Gastroenterology,BILIARY PANCREATIC STENTING(PLASTIC),"27,730"
1810,Invasive Procedures,Gastroenterology,UGI MANOMETRY,"9,720"
1811,Invasive Procedures,Gastroenterology,LGI MANOMETRY,"10,620"
1812,Invasive Procedures,Gastroenterology,LIVER BIOPSY(GASTRO),"8,460"
1813,Invasive Procedures,Gastroenterology,GASTROSCOPY(DIAGNOSTIC),"4,900"
1814,Invasive Procedures,Gastroenterology,CLIP,890
1815,Invasive Procedures,Gastroenterology,ANAE-DOUBLE BALLON ENDOSCOPY,"2,090"
1816,Invasive Procedures,Gastroenterology,ELASTROGRAPHY/FIBROSIS SCAN,"7,690"
1817,Invasive Procedures,Gastroenterology,ENTERAL METAL STENT,"36,910"
1818,Invasive Procedures,Gastroenterology,ANAESTHESIA CHARGES-LARGE,"4,740"
1819,Invasive Procedures,Gastroenterology,ANAESTHESIA CHARGES-MEDIUM,"2,380"
1820,Invasive Procedures,Gastroenterology,ANAESTHESIA CHARGES-SHORT,"1,580"
1821,Invasive Procedures,Gastroenterology,BAND LIGATION,"8,900"
1822,Invasive Procedures,Gastroenterology,BILIARY BRUSHING,"2,960"
1823,Invasive Procedures,Gastroenterology,COLONIC TRANSIT TIME,"4,620"
1824,Invasive Procedures,Gastroenterology,COMPLETE SMALL BOWEL EVALUATION,"96,240"
1825,Invasive Procedures,Gastroenterology,DIATATATION(STRICTURE),"8,010"
1826,Invasive Procedures,Gastroenterology,EMERGENCY CHARGE (SMALL),"5,540"
1827,Invasive Procedures,Gastroenterology,ENDOLUMINAL RFA(LARGE),"122,720"
1828,Invasive Procedures,Gastroenterology,EMERGENCY CHARGES PER UNIT,760
1829,Invasive Procedures,Gastroenterology,ENDOLOOP PROCEDURE CHARGE,"13,270"
1830,Invasive Procedures,Gastroenterology,ENDOLUMINAL RFA(INTERMEDIATE),"79,410"
1831,Invasive Procedures,Gastroenterology,ENDOLUMINAL RFA(SMALL),"55,590"
1832,Invasive Procedures,Gastroenterology,ENDOSCOPIC FNAC,"3,150"
1833,Invasive Procedures,Gastroenterology,ENDOSCOPIC TUBE PLACEMENT,"8,890"
1834,Invasive Procedures,Gastroenterology,ENDOSCOPIST CHARGE (LARGE),"11,540"
1835,Invasive Procedures,Gastroenterology,ENDOSCOPIST CHARGE (SMALL),"4,610"
1836,Invasive Procedures,Gastroenterology,ENDOSCOPY KIT CHARGE,"4,610"
1837,Invasive Procedures,Gastroenterology,EUS-FNA(MAJOR),"50,030"
1838,Invasive Procedures,Gastroenterology,EUS-FNA(REGULAR),"19,940"
1839,Invasive Procedures,Gastroenterology,GAS-RADIAL JAW 4 LARGE CAPACITY WITH NEEDLE 240 CM,870
1840,Invasive Procedures,Gastroenterology,GLUE INJECTOR NEEDLE,"1,020"
1841,Invasive Procedures,Gastroenterology,HEMOSTASIS BY GOLD PROBE,"17,260"
1842,Invasive Procedures,Gastroenterology,HEMOSTATIC CLIP PROCEDURE,"15,820"
1843,Invasive Procedures,Gastroenterology,HEMOSTATIS CLIP CHARGE,"3,940"
1844,Invasive Procedures,Gastroenterology,HEPATONORM,"1,960"
1845,Invasive Procedures,Gastroenterology,HX 20 LOOP,"4,020"
1846,Invasive Procedures,Gastroenterology,LIVER TRANSPLANT CLINIC,"2,630"
