Sl No.,Service Type,Department,Service Name,Standard,Semi Private,Private,Private Deluxe,Deluxe,Suite,Maharaja Suite
1482,Investigations,Nuclear Medicine Radiology,LUNG VENTILATION SCAN,"8,970","8,970","8,970","10,310","11,860","13,960","15,520"
1483,Investigations,Nuclear Medicine Radiology,PHYSICIAN CHARGES: DEBASISH CHOWDHURY,"1,100","1,100","1,100","1,270","1,450","1,770","1,960"
1484,Investigations,Nuclear Medicine Radiology,PROC. CHG. RADIO - IODINE ADMINISTRATION,"2,120","2,120","2,120","2,440","2,810","3,320","3,690"
1485,Investigations,Nuclear Medicine Radiology,PROC. CHG. FOR PHARMACOLOGICAL STRESS SCAN,"2,040","2,040","2,040","2,330","2,670","3,170","3,510"
1486,Investigations,Nuclear Medicine Radiology,RADIO - ISOTOPE URETERIC REFLUX (INDIRECT),"9,790","9,790","9,790","11,260","12,960","15,280","16,980"
1487,Investigations,Nuclear Medicine Radiology,RENAL DYNAMIC STUDY (BASELINE AND WITH CASTOPRIL),"15,620","15,620","15,620","17,960","20,660","24,480","27,200"
1488,Investigations,Nuclear Medicine Radiology,RENAL DYNAMIC STUDY (WITH CAPTOPRIL ONLY),"8,580","8,580","8,580","9,870","11,350","13,480","14,980"
1489,Investigations,Nuclear Medicine Radiology,RENAL DYNAMIC STUDY WITH VUR,"10,780","10,780","10,780","12,400","14,260","16,830","18,710"
1490,Investigations,Nuclear Medicine Radiology,REVIEW OF SCAN FILMS (NUCLEAR MEDICINE),"1,930","1,930","1,930","2,210","2,550","3,010","3,340"
1491,Investigations,Nuclear Medicine Radiology,SALIVARY IMAGING / PAROTID SCINTIGRAPHY,"6,550","6,550","6,550","7,540","8,670","10,310","11,460"
1492,Investigations,Nuclear Medicine Radiology,SCINTI - MAMMOGRAPHY (BOTH BREASTS),"9,900","9,900","9,900","11,390","13,100","15,540","17,280"
1493,Investigations,Nuclear Medicine Radiology,SCINTI - MAMMOGRAPHY (SINGLE BREASTS),"6,220","6,220","6,220","7,150","8,230","9,760","10,840"
1494,Investigations,Nuclear Medicine Radiology,SHUNT STUDY - 1,"10,260","10,260","10,260","11,800","13,570","16,080","17,860"
1495,Investigations,Nuclear Medicine Radiology,REST MYOCARDIAL PERFUSION SPECT SCAN (THALLIUM/TERO/MIBI),"15,020","15,020","15,020","17,270","19,860","23,460","26,060"
1496,Investigations,Nuclear Medicine Radiology,STRESS MYOCARDIAL PERFUSION SPECT SCAN (THALLIUM/TERO/MIBI),"26,180","26,180","26,180","30,110","34,620","41,040","51,660"
1497,Investigations,Nuclear Medicine Radiology,SPLEEN SCAN,"7,670","7,680","7,680","8,820","10,140","12,030","13,370"
1498,Investigations,Nuclear Medicine Radiology,TC 99M DMSA RENAL SCAN,"11,410","11,420","11,420","13,130","15,100","17,820","19,800"
1499,Investigations,Nuclear Medicine Radiology,TESTICULAR SCAN,"8,140","8,140","8,140","9,360","10,770","12,740","14,150"
1500,Investigations,Nuclear Medicine Radiology,V. U. REFLUX,"9,100","9,110","9,110","10,470","12,050","14,210","15,810"
1501,Investigations,Nuclear Medicine Radiology,WHOLE BODY BONE SCAN,"13,310","13,310","13,310","15,310","17,600","20,880","23,220"
1502,Investigations,Nuclear Medicine Radiology,WHOLE BODY Tc-V-DMSA SCAN,"20,520","20,520","20,520","23,580","27,120","32,040","35,600"
1503,Investigations,Nuclear Medicine Radiology,PROC. CHG. FOR RADIO ISTOPE ADMINISTRATION,"2,120","2,120","2,120","2,440","2,810","3,320","3,690"
1504,Investigations,Nuclear Medicine Radiology,RADIONUCLIDE TUMOUR IMAGING,"11,300","11,310","11,310","13,010","14,970","17,710","22,300"
1505,Investigations,Nuclear Medicine Radiology,153 SAMARIUM EDTMP THERAPY,"51,100","51,100","51,100","58,750","67,560","81,070","90,080"
1506,Investigations,Nuclear Medicine Radiology,SENTINEL LYMPHNODE BIOPSY,"42,160","42,160","42,160","48,490","55,760","66,110","83,190"
1507,Investigations,Nuclear Medicine Radiology,SAMARIUM THERAPY,"52,030","52,030","52,030","59,840","68,820","81,540","102,630"
1508,Investigations,Nuclear Medicine Radiology,18F (NaF) WHOLE BODY PET CT,"17,790","17,800","17,800","20,470","23,550","27,890","35,100"
1509,Investigations,Ear Nose and Throat,AUDIOMETRY(MHC),"1,050","1,050","1,050","1,210","1,400","1,630","1,820"
1510,Investigations,Gastroenterology,UREA BREATH TEST(EKO CDD),"13,150","13,150","13,150","15,110","17,380","18,490","20,540"
1511,Investigations,Gastroenterology,COLONOSCOPY - FULL (GAS-PKG),"10,010","10,010","10,010","11,520","13,240","15,680","17,420"
1512,Investigations,Gastroenterology,HELUICOBACTER PYLORI UFT3000 QUICK TEST,440,440,440,510,580,670,850
1513,Investigations,Gastroenterology,PEPTEST,"4,290","4,290","4,290","4,940","5,680","6,720","8,460"
1514,Investigations,Gastroenterology,COLON VIEW QUICK TEST,"2,150","2,150","2,150","2,480","2,850","3,380","4,250"
1515,Investigations,Gastroenterology,CELIAC QUICK TEST,"3,220","3,220","3,220","3,710","4,270","5,050","6,360"
1516,Investigations,Gastroenterology,LACTOSE INTOLERANCE QUICK TEST,"2,150","2,150","2,150","2,480","2,850","3,380","4,250"
1517,Investigations,Gastroenterology,QUANT ON CAL,"5,360","5,370","5,370","6,170","7,100","8,400","10,580"
1518,Investigations,Gastroenterology,SCHEBO PANCREAS ELASTASE 1 QUICK,"7,480","7,480","7,480","8,600","9,900","11,730","14,760"
1519,Investigations,Gastroenterology,GASTROPANEL TEST,"4,290","4,290","4,290","4,940","5,680","6,720","8,460"
1520,Investigations,Gastroenterology,GAS - UBT,"9,630","9,630","9,630","11,070","12,730","15,070","18,980"
1521,Investigations,Medical,LIFE STYLE COUNSELLING NON-MHC,800,800,800,920,"1,070","1,220","1,350"
1522,Investigations,Medical,PHYSICIAN CHARGES,470,470,470,540,620,740,920
1523,Investigations,Neurology,BRACHIAL PLEXUS LATENCY STUDIES,"2,480","2,480","2,480","2,850","3,280","3,860","4,840"
1524,Investigations,Neurology,NCV AND EMG - 2 LIMBS,"4,920","4,930","4,930","5,670","6,520","7,730","9,700"
1525,Investigations,Neurology,NCV AND EMG - 4 LIMBS,"8,090","8,090","8,090","9,300","10,690","12,830","16,030"
1526,Investigations,Neurology,BAER,"5,340","5,340","5,340","6,140","7,060","8,130","9,350"
1527,Investigations,Neurology,VIDEO EEG - 6 HOURS,"24,170","24,180","24,180","27,810","31,980","38,160","47,710"
1528,Investigations,Neurology,SYMPATHETIC SKIN RESPONSE,"3,580","3,580","3,580","4,100","4,720","5,610","7,040"
1529,Investigations,Neurology,EEG-SLEEP,"3,250","3,250","3,250","3,730","4,290","5,130","6,400"
1530,Investigations,Neurology,REPETITIVE NERVE SIMULATION(RNST/DECREMENT TEST),"3,470","3,470","3,470","3,990","4,590","5,460","6,790"
1531,Investigations,Neurology,EMG TWO LIMBS,"2,750","2,750","2,750","3,170","3,640","4,300","5,420"
1532,Investigations,Neurology,H REFLEX STUDIES,"2,590","2,590","2,590","2,980","3,430","4,110","5,120"
1533,Investigations,Neurology,VIDEO EEG 3 HOURS,"16,720","16,720","16,720","19,230","22,110","26,330","32,920"
1534,Investigations,Neurology,EMG ALL FOUR LIMBS,"5,170","5,170","5,170","5,940","6,830","7,870","9,040"
1535,Investigations,Neurology,EVOKE POTENTIAL PORTABLE/BLINK REFLEX/RNS,"2,150","2,150","2,150","2,480","2,850","3,390","4,210"
1536,Investigations,Neurology,NCV ALL FOUR LIMBS,"5,060","5,060","5,060","5,820","6,700","7,990","9,940"
1537,Investigations,Neurology,SEP STUDY 2 (UPPER / LOWER ) LIMBS,"5,010","5,010","5,010","5,760","6,620","7,900","9,820"
1538,Investigations,Neurology,NCV 2 LIMBS,"2,830","2,840","2,840","3,270","3,750","4,440","5,610"
1539,Investigations,Neurology,VEP (FLASH),"2,830","2,840","2,840","3,270","3,750","5,610","7,300"
1540,Investigations,Neurology,EEG (AWAKE AND SLEEP),"3,660","3,660","3,660","4,210","4,840","5,750","7,230"
1541,Investigations,Neurology,EEG AWAKE,"3,250","3,250","3,250","3,730","4,290","5,130","6,400"
1542,Investigations,Neurology,VEP(PR),"2,830","2,840","2,840","3,270","3,750","5,610","7,300"
1543,Investigations,Neurology,FACIAL NERVE CONDUCTION AND BLINK REFLEX (7TH NERVE LATENCY STUDY),"2,830","2,840","2,840","3,270","3,750","4,440","5,610"
1544,Investigations,Neurology,NCV FOUR LIMBS BEDSIDE,"15,570","15,570","15,570","17,900","20,580","24,780","30,930"
1545,Investigations,Neurology,NCV TWO LIMBS BEDSIDE,"13,340","13,340","13,340","15,350","17,640","21,240","26,610"
1546,Investigations,Neurology,REPETITIVE NERVE SIMULATION (RNST/DECREMENT TEST) BEDSIDE,"13,940","13,950","13,950","16,040","18,450","22,220","27,740"
1547,Investigations,Neurology,CONTINUOUS EEG MONITORING (24 HRS),"28,880","28,880","28,880","38,980","52,620","66,990","84,320"
1548,Investigations,Neurology,CONTINUOUS EEG MONITORING (48 HRS),"51,980","51,980","51,980","70,170","94,720","120,580","151,770"
1549,Investigations,Neurology,NERVE CONDUCTION UPPER LIMB WITH BRACIAL PLEXUS,"4,070","4,070","4,070","4,690","5,390","6,380","8,030"
1550,Investigations,Neurology,NERVE CONDUCTION LOWER LIMB WITH H-REFLEX,"4,070","4,070","4,070","4,690","5,390","6,380","8,030"
1551,Investigations,Obstretics & Gynaecology,BETA-HCG,"3,470","3,470","3,470","3,980","4,590","5,370","5,960"
1552,Investigations,Obstretics & Gynaecology,CTG CHARGES,500,500,500,560,640,740,910
1553,Investigations,Obstretics & Gynaecology,FIRST TRIMESTER SCREENING(PROFILE),"8,720","8,720","8,720","10,030","11,540","13,700","17,220"
1554,Investigations,Paediatrics,CDC BASIC COUNSELING,"1,160","1,160","1,160","1,160","1,160","1,160","1,160"
1555,Investigations,Paediatrics,CDC-CONSULTATION,770,770,770,770,770,770,770
1556,Investigations,Pulmonary Function Lab,SPIROMETRY WITH OR WITHOUT REVERSIBILITY(PFT),"4,350","4,350","4,350","4,990","5,750","6,770","7,520"
1557,Investigations,Pulmonary Function Lab,PULM NEBULIZER THERAPY,390,390,390,390,390,390,390
1558,Investigations,Pulmonary Function Lab,TRANSBRONCHIAL NEEDLE ASPIRATION,"10,040","10,040","10,040","11,550","13,290","15,710","17,450"
1559,Investigations,Pulmonary Function Lab,6 MINUTE WALK TEST,"1,710","1,710","1,710","1,970","2,270","2,670","3,340"
1560,Investigations,Pulmonary Function Lab,SPIROMETRY+FRC+DLCO,"8,030","8,030","8,030","9,240","10,630","12,560","13,960"
1561,Investigations,Pulmonary Function Lab,SPIROMETRY + DLCO,"6,680","6,690","6,690","7,700","8,860","10,420","11,580"
1562,Investigations,Pulmonary Function Lab,"FRC (TLC , RV)","4,870","4,870","4,870","5,600","6,440","7,620","8,460"
1563,Investigations,Pulmonary Function Lab,FREE PFT WITH DLCO + TLC,"8,030","8,030","8,030","9,240","10,630","12,560","13,960"
1564,Investigations,Pulmonary Function Lab,FULL PFT WITH DLCO AND TLC,"10,040","10,040","10,040","11,550","13,290","15,710","17,450"
1565,Investigations,Pulmonary Function Lab,FIBREOPTIC NASAL BRONCOSCOPY,"4,480","4,490","4,490","5,160","5,940","6,310","7,010"
1566,Investigations,Pulmonary Function Lab,EBUS TBNA,"56,570","56,570","56,570","65,050","74,820","88,680","111,610"
1567,Investigations,Pulmonary Function Lab,EBUS VISUALISATION,"39,600","39,600","39,600","45,540","52,370","62,060","78,110"
1568,Investigations,Pulmonary Function Lab,EXHALED NITRIC OXIDE TEST,"2,890","2,890","2,890","3,320","3,820","4,530","5,750"
1569,Investigations,Pulmonary Function Lab,FENO TEST,"3,800","3,800","3,800","4,370","5,020","5,960","7,490"
1570,Investigations,Sleep Lab,SLEEP STUDY,"16,390","16,390","16,390","16,390","16,390","16,390","16,390"
1571,Investigations,Sleep Lab,OBSTRUCTIVE SLEEP APNEA SCREENING,"17,110","17,110","17,110","19,670","22,620","26,810","33,740"
1572,Investigations,Lab Others,COVID VACCINATION,280,280,280,280,280,280,280
1573,Investigations,Lab Others,COVISHIELD VACCINATION DOSE 1,420,420,420,420,420,420,420
1574,Investigations,Lab Others,COVAXIN VACCINATION DOSE 1,420,420,420,420,420,420,420
1575,Investigations,Lab Others,COVISHIELD VACCINATION DOSE 2,420,420,420,420,420,420,420
1576,Investigations,Lab Others,COVAXIN VACCINATION DOSE 2,420,420,420,420,420,420,420
1577,Investigations,Lab Others,INTRA UTERINE BLOOD TRANSFUSION,"18,720","18,720","18,720","21,530","24,760","29,350","36,940"
1578,Investigations,Lab Others,COVISHIELD PRECAUTIONARY DOSE,386,386,386,386,386,386,386
1579,Investigations,Lab Others,COVAXIN PRECAUTIONARY DOSE,386,386,386,386,386,386,386
1580,Investigations,FETAL MEDICINE,CVS PROCEDURE CHARGE,"19,660","19,670","19,670","22,620","26,020","30,830","38,810"
1581,Investigations,FETAL MEDICINE,AMNIOCENTESIS PROCEDURE CHARGE,"19,660","19,670","19,670","22,620","26,020","30,830","38,810"
1582,Investigations,FETAL MEDICINE,FETAL REDUCTION PROCEDURE CHARGE,"19,660","19,670","19,670","22,620","26,020","30,830","38,810"
1583,Investigations,Food and Beverages,DIETICIAN CHARGES,690,690,690,800,920,"1,090","1,210"
1584,Investigations,Others Cardiology,EBUS STAGING OF MALIGNANCY,"65,970","65,980","65,980","75,880","87,250","103,420","130,160"
1585,Profile,BioChemistry,LIVER FUNCTION TEST (PACKAGE),"4,810","4,820","4,820","5,530","6,360","6,800","7,570"
1586,Profile,BioChemistry,LIPID PROFILE TEST (PACKAGE),"3,300","3,300","3,300","3,800","4,370","5,040","6,290"
1587,Profile,BioChemistry,FEMALE HORMONE PROFILE,"19,140","19,140","19,140","22,010","25,310","29,390","36,760"
1588,Profile,BioChemistry,MALE HORMONE PROFILE,"20,410","20,410","20,410","23,470","26,990","31,390","39,200"
1589,Profile,BioChemistry,PITUITARY PACK - FEMALE,"11,140","11,140","11,140","12,820","14,740","17,150","21,450"
1590,Profile,BioChemistry,PUBERTY PROFILE,"14,990","14,990","14,990","17,250","19,840","23,070","28,850"
1591,Profile,BioChemistry,THYROID MONITORING PROFILE,"8,690","8,690","8,690","9,990","11,480","13,370","16,720"
1592,Profile,BioChemistry,"THYROID PROFILE - I(T3,T4 AND TSH)","4,210","4,210","4,210","4,850","5,580","6,570","7,290"
1593,Profile,BioChemistry,"ELECTROLYTES - SERUM/PLASMA(Na+,K+,Cl-)","3,410","3,410","3,410","3,930","4,510","4,840","5,390"
1594,Profile,BioChemistry,GLUCOSE TOLERANCE TEST (GTT),"2,120","2,120","2,120","2,440","2,810","3,300","3,660"
1595,Profile,BioChemistry,GLUCOSE TOLERANCE TEST GTT (3)- GESTATIONAL,"2,170","2,180","2,180","2,510","2,880","3,430","4,310"
1596,Profile,BioChemistry,BIO-CHEMICAL ANALYSIS (SYNOVIAL FLUID),"2,480","2,480","2,480","2,840","3,270","3,860","4,290"
1597,Profile,BioChemistry,BIO-CHEMICAL ANALYSIS (CSF),"1,870","1,870","1,870","2,160","2,480","2,930","3,250"
1598,Profile,BioChemistry,CARDIAC ENZYMES,"2,890","2,890","2,890","3,330","3,830","4,100","4,550"
1599,Profile,BioChemistry,THYROID PACKAGE,"7,100","7,100","7,100","8,160","9,380","10,920","13,670"
1600,Profile,BioChemistry,GROWTH PROFILE-2,"11,720","11,720","11,720","13,480","15,500","18,020","22,540"
1601,Profile,BioChemistry,FREE THYROID PROFILE,"5,580","5,590","5,590","6,420","7,380","8,760","9,720"
1602,Profile,BioChemistry,BLOOD PROFILE B (BPB),"1,930","1,930","1,930","2,210","2,540","2,980","3,720"
1603,Profile,BioChemistry,BIOCHEMICAL ANALYSIS- ASCITIC FLUID,"1,320","1,320","1,320","1,520","1,740","2,010","2,550"
1604,Profile,BioChemistry,ADVANCE THYROID PROFILE,"5,420","5,420","5,420","6,240","7,170","8,360","10,440"
1605,Profile,BioChemistry,ACTH Stim,"11,060","11,060","11,060","12,720","14,630","17,010","21,270"
1606,Profile,BioChemistry,DI PACKAGE,"9,190","9,190","9,190","10,560","12,140","14,110","17,630"
1607,Profile,BioChemistry,EXTENDED LIPID PROFILE,"11,360","11,360","11,360","13,070","15,030","17,820","22,410"
1608,Profile,BioChemistry,FREE T4 AND TSH,"2,830","2,840","2,840","3,270","3,750","4,030","4,480"
1609,Profile,BioChemistry,CSF TEST PROFILE,"7,950","7,950","7,950","9,140","10,520","12,220","15,270"
1610,Profile,BioChemistry,HLH SCREENING,"4,730","4,730","4,730","5,430","6,250","7,400","9,330"
1611,Profile,Haematology,COAGULATION PROFILE,"3,300","3,300","3,300","3,800","4,370","5,250","6,290"
1612,Profile,Haematology,BMT COAGULATION PROFILE 1,"6,050","6,050","6,050","6,960","8,010","9,480","11,920"
1613,Profile,Haematology,BMT FLOW CYTOMETRY PROFILE 2,"4,870","4,870","4,870","5,600","6,440","7,620","9,600"
1614,Profile,Haematology,BMT FLOW CYTOMETRY PROFILE 3,"25,410","25,410","25,410","29,230","33,610","39,830","50,140"
1615,Profile,Haematology,BMT FLOW CYTOMETRY PROFILE 1,"6,350","6,360","6,360","6,360","6,360","6,360","6,360"
1616,Profile,Haematology,BMT HLA PROFILE 1,"25,380","25,390","25,390","25,390","25,390","25,390","25,390"
1617,Profile,Haematology,COMPLETE HAEMOGRAM PROFILE,"2,090","2,090","2,090","2,410","2,770","2,930","3,260"
1618,Profile,Haematology,"HB,TC,DC,ESR","1,650","1,650","1,650","1,890","2,180","2,350","2,610"
1619,Profile,Haematology,"TC,DC,ESR","1,020","1,020","1,020","1,170","1,340","1,560","1,750"
1620,Profile,Microbiology,BAL FLUID FOR MICROBIOLOGICAL TESTING PROFILE-I,"4,180","4,180","4,180","4,180","4,180","4,180","4,180"
1621,Profile,Microbiology,BAL FLUID FOR MICROBIOLOGICAL TESTING PROFILE-II,"5,890","5,890","5,890","5,890","5,890","5,890","5,890"
1622,Profile,Microbiology,BMT SEPTIC PROFILE 1,"2,700","2,700","2,700","3,090","3,550","4,210","5,290"
1623,Profile,Microbiology,BMT SEPTIC PROFILE 4,"13,560","13,560","13,560","15,600","17,930","21,250","26,750"
1624,Profile,Microbiology,BMT SEROLOGY PROFILE,"29,620","29,620","29,620","29,620","29,620","29,620","29,620"
1625,Profile,Microbiology,BMT VIRAL PROFILE 1,"10,890","10,890","10,890","12,530","14,410","17,070","21,480"
1626,Profile,Microbiology,BMT VIRAL PROFILE 2,"23,130","23,130","23,130","26,610","30,600","36,270","45,640"
1627,Profile,Microbiology,BMT VIRAL PROFILE 3,"12,320","12,320","12,320","14,170","16,290","19,290","24,290"
1628,Profile,Microbiology,CRBSI,"3,250","3,250","3,250","3,730","4,290","4,990","6,260"
1629,Profile,Microbiology,CRBSI SEPSIS PACKAGE,"2,750","2,750","2,750","3,170","3,640","4,220","5,290"
1630,Profile,Microbiology,HEPATITIS B PROFILE,"12,980","12,980","12,980","14,930","17,170","19,980","24,990"
1631,Profile,Microbiology,HEPATITIS PANEL,"12,790","12,790","12,790","14,710","16,920","19,690","24,620"
1632,Profile,Microbiology,PRE DIALYSIS SEROLOGY PACKAGE,"3,360","3,360","3,360","3,850","4,420","5,120","6,420"
1633,Profile,Microbiology,PRE SURGERY SPUTUM C/S AND GRAM STAIN,690,690,690,690,690,690,690
1634,Profile,Transplantation immunology,ASTHMA/RIHINITIS PANEL (ADULT) PROFILE,"17,900","17,910","17,910","20,600","23,690","28,080","35,330"
1635,Profile,Transplantation immunology,DRUG ALLERGY PANEL PROFILE,"19,720","19,720","19,720","22,680","26,090","30,930","38,970"
1636,Profile,Transplantation immunology,DUST ALLERGY PANEL PROFILE,"7,560","7,570","7,570","8,710","10,020","11,860","14,940"
1637,Profile,Transplantation immunology,ECZEMA PANEL PROFILE,"15,070","15,070","15,070","17,340","19,940","23,640","29,760"
1638,Profile,Transplantation immunology,FOOD ALLERGY PANEL PROFILE,"17,900","17,910","17,910","20,600","23,690","28,080","35,330"
1639,Profile,Transplantation immunology,MOULD/WEED ALLERGY PANEL PROFILE,"13,390","13,400","13,400","15,410","17,720","21,000","26,420"
1640,Profile,Transplantation immunology,OCCUPATIONAL ALLERGY PANEL PROFILE,"18,980","18,980","18,980","21,820","25,090","29,780","37,460"
1641,Profile,Transplantation immunology,WHEEZE/RHINITIS PANEL (CHILD) PROFILE,"15,950","15,950","15,950","18,350","21,100","24,980","31,470"
1642,Profile,Transplantation immunology,ABPA PANEL,"5,230","5,230","5,230","6,020","6,920","8,180","10,310"
1643,Profile,Transplantation immunology,ANTI-PHOSPHOLIPID ANTIBODY SYNDROME (APS) PANEL,"10,480","10,480","10,480","12,060","13,860","16,420","20,670"
1644,Profile,Transplantation immunology,SERUM PROTEIN ELECTROPHORESIS (CAPILLARY),"3,160","3,170","3,170","3,640","4,190","4,970","6,250"
1645,Profile,Transplantation immunology,SERUM PROTEIN IMMUNOFIXATION (CAPILLARY),"8,330","8,340","8,340","9,590","11,030","13,050","16,420"
1646,Profile,Transplantation immunology,CRYOGLOBULIN (QUANTITATIVE),"11,470","11,470","11,470","13,190","15,160","17,960","22,620"
1647,Profile,Transplantation immunology,FARMERS LUNG PANEL,"7,920","7,920","7,920","9,110","10,480","12,420","15,630"
1648,Profile,Transplantation immunology,FOOD ALLERGY PANEL (ImmunoCAP),"15,240","15,240","15,240","17,520","20,150","23,880","30,050"
1649,Profile,Transplantation immunology,RHINITIS OR ASTHMA PANEL (ImmunoCAP),"15,240","15,240","15,240","17,520","20,150","23,880","30,050"
1650,Profile,Transplantation immunology,DRUG ALLERGY PANEL (ImmunoCAP),"17,380","17,380","17,380","19,990","22,990","27,250","34,290"
1651,Profile,Transplantation immunology,DUST ALLERGY PANEL (ImmunoCAP),"6,660","6,660","6,660","7,660","8,810","10,440","13,130"
1652,Profile,Transplantation immunology,COMPREHENSIVE ALLERGY PANEL (ImmunoCAP),"21,510","21,510","21,510","24,730","28,440","33,720","42,440"
1653,Profile,Transplantation immunology,ALLERGIC BRONCHOPULMONARY ASPERGILLOSIS (ABPA) PANEL (ImmunoCAP),"4,950","4,950","4,950","5,690","6,530","7,740","9,750"
1654,Profile,Transplantation immunology,INSECT VENOM ALLERGY PANEL (ImmunoCAP),"6,460","6,470","6,470","7,440","8,550","10,130","12,750"
1655,Profile,Blood Bank - 2 Services,BMT RED CELL PROFILE,"2,340","2,340","2,340","2,700","3,100","3,670","4,610"
1656,Profile,Blood Bank - 2 Services,COVID CONVALESCENT PLASMA DONOR SCREENING PROFILE,,,,,,,
1657,Profile,CARDIOLOGY,ILD PACKAGE,"15,070","15,070","15,070","17,340","19,940","23,620","29,720"
1658,Profile,X Ray,X RAY-SKELETAL SURVEY,"7,980","7,980","7,980","9,170","10,560","12,300","15,360"
1659,Profile,Lab Others,NUTRITIONAL ANAEMIA PROFILE,"16,390","16,390","16,390","18,840","21,670","25,220","31,500"
1660,Profile,Lab Others,RENAL PACKAGE - I,"4,570","4,570","4,570","5,250","6,040","7,000","8,760"
1661,Profile,Lab Others,RENAL PACKAGE - II,"2,810","2,810","2,810","3,230","3,720","4,320","5,390"
1662,Profile,Lab Others,THALASSEMIA PROFILE,"17,330","17,330","17,330","19,930","22,920","26,650","33,310"
1663,Profile,Lab Others,ANTE-NATAL SCREENING PACK WITH USG OBSTETRIC,"4,840","4,840","4,840","5,570","6,400","7,460","9,330"
1664,Profile,Lab Others,NEONATAL/PEDIATRICS SEPSIS SCREEN - 3,"9,190","9,190","9,190","10,560","12,140","14,650","18,320"
1665,Profile,Lab Others,BLOOD PROFILE A (BPA),"3,250","3,250","3,250","3,730","4,290","4,970","6,260"
1666,Profile,Lab Others,RENAL PACKAGE III,"1,240","1,240","1,240","1,430","1,640","1,880","2,370"
1667,Profile,Lab Others,HAEMODIALYSIS PROFILE - I,"3,050","3,060","3,060","3,520","4,060","4,660","5,860"
1668,Profile,Lab Others,BMT CSF PROFILE,"41,750","41,750","41,750","48,020","55,220","65,440","82,350"
1669,Profile,Lab Others,BMT PROFILE 1,"6,600","6,600","6,600","7,590","8,720","10,330","13,000"
1670,Profile,Lab Others,BMT PROFILE 2,"2,280","2,290","2,290","2,630","3,010","3,580","4,510"
1671,Profile,Lab Others,BMT PROFILE 3,"4,150","4,160","4,160","4,770","5,490","6,520","8,200"
1672,Profile,Lab Others,BMT PROFILE 4,"6,220","6,220","6,220","7,150","8,230","9,750","12,270"
1673,Profile,Lab Others,BMT SEPTIC PROFILE 3,"8,110","8,120","8,120","9,330","10,730","12,730","16,020"
1674,Profile,Lab Others,BMT STOOL PROFILE,"6,490","6,490","6,490","7,460","8,570","10,150","12,780"
1675,Profile,Lab Others,BONE MARROW PROFILE,"3,250","3,250","3,250","3,730","4,290","4,990","6,260"
1676,Profile,Lab Others,INFECTION PROFILE,"1,870","1,870","1,870","1,870","1,870","1,870","1,870"
1677,Profile,Lab Others,LYMPHOMA SCREEN(HAEM4),"11,000","11,000","11,000","12,650","14,550","16,930","21,190"
1678,Profile,Lab Others,MYCLOMA SCREEN(HAEM3),"15,540","15,540","15,540","17,860","20,540","23,900","29,870"
1679,Profile,Lab Others,PAEDIATRIC SEPTIC PROFILE-I,"11,110","11,110","11,110","12,780","14,700","17,410","21,920"
1680,Profile,Lab Others,POLYCYTHAEMIA(HAEM5),"10,560","10,560","10,560","12,140","13,970","16,190","20,250"
1681,Profile,Lab Others,Renal Profile II Plus,"3,740","3,740","3,740","4,300","4,950","5,790","7,240"
1682,Profile,Lab Others,RHEUMATOLOGY PROFILE-I,"12,350","12,350","12,350","14,210","16,350","19,030","23,780"
1683,Profile,Lab Others,RHEUMATOLOGY PROFILE-II,"2,170","2,180","2,180","2,510","2,880","3,330","4,170"
1684,Profile,Lab Others,SEPTIC PROFILE (ICCU),"2,920","2,920","2,920","3,360","3,850","4,700","5,910"
1685,Profile,Lab Others,THALASSAEMIA COUNSELLING SERUM(HAEM7),"6,770","6,770","6,770","7,790","8,950","10,430","13,060"
1686,Profile,Lab Others,THROMBOCYTOPENIA SCREEN(HAEM2),"19,910","19,910","19,910","22,900","26,350","30,620","38,280"
1687,Profile,Lab Others,TRANSPLANT PACKAGE,"1,430","1,430","1,430","1,650","1,890","2,190","2,730"
1688,Profile,Lab Others,THALASSEMIA PACKAGES I,"7,010","7,020","7,020","7,020","7,020","7,020","7,020"
1689,Profile,Lab Others,THALASSEMIA PACKAGES II,"11,330","11,330","11,330","11,330","11,330","11,330","11,330"
1690,Profile,Lab Others,RENAL PACKAGE IV,"4,920","4,930","4,930","5,670","6,510","7,700","9,690"
1691,Profile,Lab Others,RHEUMATOLOGY PROFILE-III,"4,150","4,160","4,160","4,770","5,490","6,520","8,200"
1692,Profile,Lab Others,INFECTION PROFILE PLUS,"4,590","4,600","4,600","5,290","6,080","7,210","9,060"
1693,Profile,Lab Others,SEPTIC PROFILE (ICCU) PLUS,"4,730","4,730","4,730","5,450","6,260","7,620","9,600"
1694,Profile,Wards Others,CATH PROFILE,"4,320","4,320","4,320","4,320","4,320","4,320","4,320"
1695,Profile,Wards Others,HEALTHY HEART PACKAGE WITH TMT,"11,140","11,140","11,140","12,820","14,740","17,150","21,450"
1696,Profile,Wards Others,MEDI PACK,"7,730","7,730","7,730","8,900","10,230","11,940","14,920"
1697,Profile,Wards Others,SURGI PACK,"12,100","12,100","12,100","13,920","16,010","18,620","23,300"
1698,Profile,Wards Others,TOTAL DIABETIC CHECK UP,"5,800","5,810","5,810","6,680","7,680","8,920","11,170"
1699,Profile,Wards Others,NEURO PACK,"11,580","11,580","11,580","13,320","15,320","17,830","22,310"
1700,Profile,Wards Others,APOLLO ALLO BMT WORKUP,"125,020","125,020","125,020","125,020","125,020","125,020","125,020"
